Level,Part of Speech,Word
A2,Adverbs & Others,mostly
A2,Adverbs & Others,much
A2,Adverbs & Others,naturally
A2,Adverbs & Others,nearly
A2,Adverbs & Others,necessarily
A2,Adverbs & Others,neither
A2,Adverbs & Others,never
A2,Adverbs & Others,nicely
A2,Adverbs & Others,nor
A2,Adverbs & Others,not
A2,Adverbs & Others,nowadays
A2,Adverbs & Others,obviously
A2,Adverbs & Others,often
A2,Adverbs & Others,once
A2,Adverbs & Others,only
A2,Adverbs & Others,onto
A2,Adverbs & Others,outdoors
A2,Adverbs & Others,overall
A2,Adverbs & Others,particularly
A2,Adverbs & Others,perfectly
A2,Adverbs & Others,perhaps
A2,Adverbs & Others,possibly
A2,Adverbs & Others,potentially
A2,Adverbs & Others,previously
A2,Adverbs & Others,primarily
A2,Adverbs & Others,probably
A2,Adverbs & Others,properly
A2,Adverbs & Others,purely
A2,Adverbs & Others,quite
A2,Adverbs & Others,rather
A2,Adverbs & Others,readily
A2,Adverbs & Others,reasonably
A2,Adverbs & Others,regularly
A2,Adverbs & Others,relatively
A2,Adverbs & Others,roughly
A2,Adverbs & Others,sadly
A2,Adverbs & Others,safely
A2,Adverbs & Others,scarcely
A2,Adverbs & Others,severely
A2,Adverbs & Others,shortly
A2,Adverbs & Others,significantly
A2,Adverbs & Others,similarly
A2,Adverbs & Others,simply
A2,Adverbs & Others,since
A2,Adverbs & Others,slightly
A2,Adverbs & Others,so
A2,Adverbs & Others,somehow
A2,Adverbs & Others,sometimes
A2,Adverbs & Others,somewhat
A2,Adverbs & Others,soon
A2,Adverbs & Others,specifically
A2,Adverbs & Others,strongly
A2,Adverbs & Others,successfully
A2,Adverbs & Others,supposedly
A2,Adverbs & Others,surely
A2,Adverbs & Others,then
A2,Adverbs & Others,therefore
A2,Adverbs & Others,through
A2,Adverbs & Others,throughout
A2,Adverbs & Others,thus
A2,Adverbs & Others,totally
A2,Adverbs & Others,truly
A2,Adverbs & Others,twice
A2,Adverbs & Others,typically
A2,Adverbs & Others,ultimately
A2,Adverbs & Others,unfortunately
A2,Adverbs & Others,until
A2,Adverbs & Others,upstairs
A2,Adverbs & Others,upwards
A2,Adverbs & Others,virtually
A2,Adverbs & Others,whenever
A2,Adverbs & Others,wherever
A2,Adverbs & Others,widely
A2,Adverbs & Others,without
A2,Adverbs & Others,worst
A2,Adverbs & Others,yet
A2,Nouns,ability
A2,Nouns,account
A2,Nouns,act
A2,Nouns,action
A2,Nouns,activity
A2,Nouns,actor
A2,Nouns,ad
A2,Nouns,addition
A2,Nouns,adventure
A2,Nouns,advertisement
A2,Nouns,advice
A2,Nouns,album
A2,Nouns,alcohol
A2,Nouns,amount
A2,Nouns,architecture
A2,Nouns,army
A2,Nouns,arrangement
A2,Nouns,art
A2,Nouns,assistant
A2,Nouns,athlete
A2,Nouns,atmosphere
A2,Nouns,attention
A2,Nouns,audience
A2,Nouns,author
A2,Nouns,background
A2,Nouns,base
A2,Nouns,bat
A2,Nouns,battle
A2,Nouns,beauty
A2,Nouns,behavior
A2,Nouns,bell
A2,Nouns,biology
A2,Nouns,bit
A2,Nouns,border
A2,Nouns,bottom
A2,Nouns,bridge
A2,Nouns,building
A2,Nouns,business
A2,Nouns,businessman
A2,Nouns,businesswoman
A2,Nouns,camp
A2,Nouns,canal
A2,Nouns,capital
A2,Nouns,card
A2,Nouns,care
A2,Nouns,career
A2,Nouns,category
A2,Nouns,cause
A2,Nouns,ceiling
A2,Nouns,ceremony
A2,Nouns,challenge
A2,Nouns,champion
A2,Nouns,channel
A2,Nouns,chapter
A2,Nouns,character
A2,Nouns,charge
A2,Nouns,charity
A2,Nouns,chemistry
A2,Nouns,choice
A2,Nouns,church
A2,Nouns,cigarette
A2,Nouns,clerk
A2,Nouns,climate
A2,Nouns,coal
A2,Nouns,code
A2,Nouns,collection
A2,Nouns,column
A2,Nouns,comedy
A2,Nouns,comfort
A2,Nouns,comment
A2,Nouns,competitor
A2,Nouns,complaint
A2,Nouns,condition
A2,Nouns,conference
A2,Nouns,construction
A2,Nouns,context
A2,Nouns,contract
A2,Nouns,control
A2,Nouns,cooker
A2,Nouns,copy
A2,Nouns,corner
A2,Nouns,correction
A2,Nouns,count
A2,Nouns,countryside
A2,Nouns,couple
A2,Nouns,courage
A2,Nouns,course
A2,Nouns,cousin
A2,Nouns,cover
A2,Nouns,creation
A2,Nouns,crew
A2,Nouns,crime
A2,Nouns,criminal
A2,Nouns,culture
A2,Nouns,currency
A2,Nouns,custom
A2,Nouns,customer
A2,Nouns,cycle
A2,Nouns,damage
A2,Nouns,data
A2,Nouns,deaf
A2,Nouns,death
A2,Nouns,decision
A2,Nouns,degree
A2,Nouns,depth
A2,Nouns,designer
A2,Nouns,detail
A2,Nouns,device
A2,Nouns,diary
A2,Nouns,diet
A2,Nouns,difference
A2,Nouns,difficulty
A2,Nouns,director
A2,Nouns,disadvantage
